Metabolomic Feature,Putative Chemical Class
HILIC-pos_Cluster_0916,Fatty amides
HILIC-pos_Cluster_0917,Fatty amides
HILIC-pos_Cluster_0918,Fatty amides
HILIC-pos_Cluster_0919,#N/A
HILIC-pos_Cluster_0920,#N/A
HILIC-pos_Cluster_0921,#N/A
HILIC-pos_Cluster_0923,Phenylacetamides
HILIC-pos_Cluster_0925,#N/A
HILIC-pos_Cluster_0926,Morphinans
HILIC-pos_Cluster_0928,#N/A
HILIC-pos_Cluster_0929,#N/A
HILIC-pos_Cluster_0931,Isoflavonoids
HILIC-pos_Cluster_0932,Fatty acyl glycosides of mono- and disaccharides
HILIC-pos_Cluster_0933,#N/A
HILIC-pos_Cluster_0934,#N/A
HILIC-pos_Cluster_0935,#N/A
HILIC-pos_Cluster_0938,Phenanthrenes and derivatives
HILIC-pos_Cluster_0939,Morphinans
HILIC-pos_Cluster_0940,#N/A
HILIC-pos_Cluster_0941,#N/A
HILIC-pos_Cluster_0942,Dipeptides
HILIC-pos_Cluster_0943,Dipeptides
HILIC-pos_Cluster_0944,#N/A
HILIC-pos_Cluster_0945,#N/A
HILIC-pos_Cluster_0946,Flavonoids
HILIC-pos_Cluster_0947,#N/A
HILIC-pos_Cluster_0948,#N/A
HILIC-pos_Cluster_0949,#N/A
HILIC-pos_Cluster_0951,#N/A
HILIC-pos_Cluster_0953,#N/A
HILIC-pos_Cluster_0954,#N/A
HILIC-pos_Cluster_0955,#N/A
HILIC-pos_Cluster_0956,#N/A
HILIC-pos_Cluster_0957,#N/A
HILIC-pos_Cluster_0959,Quinolines and derivatives
HILIC-pos_Cluster_0960,Quinolines and derivatives
HILIC-pos_Cluster_0961,Lineolic acids and derivatives
HILIC-pos_Cluster_0963,#N/A
HILIC-pos_Cluster_0964,#N/A
HILIC-pos_Cluster_0965,#N/A
HILIC-pos_Cluster_0966,Tetracarboxylic acids and derivatives
HILIC-pos_Cluster_0967,Alpha amino acids
HILIC-pos_Cluster_0968,Alpha amino acids
HILIC-pos_Cluster_0969,#N/A
HILIC-pos_Cluster_0970,#N/A
HILIC-pos_Cluster_0973,Phenols
HILIC-pos_Cluster_0976,#N/A
HILIC-pos_Cluster_0977,#N/A
HILIC-pos_Cluster_0978,Benzopyrazoles
HILIC-pos_Cluster_0980,Cinnamic acids and derivatives
HILIC-pos_Cluster_0981,Fatty acids and conjugates
HILIC-pos_Cluster_0982,Lineolic acids and derivatives
HILIC-pos_Cluster_0983,#N/A
HILIC-pos_Cluster_0985,Organonitrogen compounds
HILIC-pos_Cluster_0987,#N/A
HILIC-pos_Cluster_0989,#N/A
HILIC-pos_Cluster_0990,#N/A
HILIC-pos_Cluster_0993,#N/A
HILIC-pos_Cluster_0995,#N/A
HILIC-pos_Cluster_1000,Benzoxazines
HILIC-pos_Cluster_1001,#N/A
HILIC-pos_Cluster_1002,#N/A
HILIC-pos_Cluster_1003,#N/A
HILIC-pos_Cluster_1004,#N/A
HILIC-pos_Cluster_1005,#N/A
HILIC-pos_Cluster_1006,#N/A
HILIC-pos_Cluster_1008,Retinoids
HILIC-pos_Cluster_1011,Acylaminosugars
HILIC-pos_Cluster_1012,Quinolines and derivatives
HILIC-pos_Cluster_1015,#N/A
HILIC-pos_Cluster_1016,#N/A
HILIC-pos_Cluster_1018,Isoflavonoids
HILIC-pos_Cluster_1019,#N/A
HILIC-pos_Cluster_1020,#N/A
HILIC-pos_Cluster_1021,#N/A
HILIC-pos_Cluster_1022,Dipeptides
HILIC-pos_Cluster_1023,#N/A
HILIC-pos_Cluster_1025,#N/A
HILIC-pos_Cluster_1026,#N/A
HILIC-pos_Cluster_1027,#N/A
HILIC-pos_Cluster_1028,Androgens and derivatives
HILIC-pos_Cluster_1030,Tricarboxylic acids and derivatives
HILIC-pos_Cluster_1032,#N/A
HILIC-pos_Cluster_1033,#N/A
HILIC-pos_Cluster_1034,#N/A
HILIC-pos_Cluster_1035,#N/A
HILIC-pos_Cluster_1036,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1037,Diazines
HILIC-pos_Cluster_1038,#N/A
HILIC-pos_Cluster_1039,#N/A
HILIC-pos_Cluster_1042,Phenols and derivatives
HILIC-pos_Cluster_1043,#N/A
HILIC-pos_Cluster_1045,#N/A
HILIC-pos_Cluster_1046,#N/A
HILIC-pos_Cluster_1048,Cinnamic acids and derivatives
HILIC-pos_Cluster_1051,#N/A
HILIC-pos_Cluster_1052,#N/A
HILIC-pos_Cluster_1053,Quinolines and derivatives
HILIC-pos_Cluster_1057,Ketones
HILIC-pos_Cluster_1062,Dipeptides
HILIC-pos_Cluster_1063,Dipeptides
HILIC-pos_Cluster_1064,Pyrrolidines
HILIC-pos_Cluster_1065,Pyrrolidines
HILIC-pos_Cluster_1067,#N/A
HILIC-pos_Cluster_1068,#N/A
HILIC-pos_Cluster_1069,Monocyclic monoterpenoids
HILIC-pos_Cluster_1071,#N/A
HILIC-pos_Cluster_1072,#N/A
HILIC-pos_Cluster_1074,#N/A
HILIC-pos_Cluster_1075,Fatty acid esters
HILIC-pos_Cluster_1076,#N/A
HILIC-pos_Cluster_1077,#N/A
HILIC-pos_Cluster_1079,#N/A
HILIC-pos_Cluster_1080,Dipeptides
HILIC-pos_Cluster_1082,#N/A
HILIC-pos_Cluster_1085,#N/A
HILIC-pos_Cluster_1086,Erythrinanes
HILIC-pos_Cluster_1087,#N/A
HILIC-pos_Cluster_1088,#N/A
HILIC-pos_Cluster_1089,Glycinamide ribonucleotides
HILIC-pos_Cluster_1091,#N/A
HILIC-pos_Cluster_1092,Fatty acid esters
HILIC-pos_Cluster_1094,#N/A
HILIC-pos_Cluster_1095,Harmala alkaloids
HILIC-pos_Cluster_1096,Benzodioxoles
HILIC-pos_Cluster_1098,Organonitrogen compounds
HILIC-pos_Cluster_1101,#N/A
HILIC-pos_Cluster_1103,#N/A
HILIC-pos_Cluster_1105,Retinoids
HILIC-pos_Cluster_1106,#N/A
HILIC-pos_Cluster_1107,"Gluco/mineralocorticoids, progestogins and derivatives"
HILIC-pos_Cluster_1108,"Gluco/mineralocorticoids, progestogins and derivatives"
HILIC-pos_Cluster_1110,Dipeptides
HILIC-pos_Cluster_1111,Dipeptides
HILIC-pos_Cluster_1114,#N/A
HILIC-pos_Cluster_1115,#N/A
HILIC-pos_Cluster_1116,Trifluoromethylbenzenes
HILIC-pos_Cluster_1117,Trifluoromethylbenzenes
HILIC-pos_Cluster_1118,#N/A
HILIC-pos_Cluster_1120,#N/A
HILIC-pos_Cluster_1121,#N/A
HILIC-pos_Cluster_1122,Trifluoromethylbenzenes
HILIC-pos_Cluster_1123,Trifluoromethylbenzenes
HILIC-pos_Cluster_1124,Trifluoromethylbenzenes
HILIC-pos_Cluster_1125,Cinnamic acids and derivatives
HILIC-pos_Cluster_1126,"Gluco/mineralocorticoids, progestogins and derivatives"
HILIC-pos_Cluster_1130,Benzopyrans
HILIC-pos_Cluster_1132,#N/A
HILIC-pos_Cluster_1135,#N/A
HILIC-pos_Cluster_1136,#N/A
HILIC-pos_Cluster_1137,"Gluco/mineralocorticoids, progestogins and derivatives"
HILIC-pos_Cluster_1140,Organonitrogen compounds
HILIC-pos_Cluster_1141,N-glucuronides
HILIC-pos_Cluster_1142,Benzothiazines
HILIC-pos_Cluster_1143,Benzothiazines
HILIC-pos_Cluster_1145,#N/A
HILIC-pos_Cluster_1146,#N/A
HILIC-pos_Cluster_1147,#N/A
HILIC-pos_Cluster_1152,Organonitrogen compounds
HILIC-pos_Cluster_1153,#N/A
HILIC-pos_Cluster_1154,#N/A
HILIC-pos_Cluster_1157,Pteridines and derivatives
HILIC-pos_Cluster_1158,#N/A
HILIC-pos_Cluster_1159,Organonitrogen compounds
HILIC-pos_Cluster_1162,#N/A
HILIC-pos_Cluster_1163,Benzenesulfonic acids and derivatives
HILIC-pos_Cluster_1165,#N/A
HILIC-pos_Cluster_1166,#N/A
HILIC-pos_Cluster_1168,#N/A
HILIC-pos_Cluster_1169,Organonitrogen compounds
HILIC-pos_Cluster_1170,Organonitrogen compounds
HILIC-pos_Cluster_1171,#N/A
HILIC-pos_Cluster_1173,#N/A
HILIC-pos_Cluster_1174,Benzodiazepines
HILIC-pos_Cluster_1177,#N/A
HILIC-pos_Cluster_1178,#N/A
HILIC-pos_Cluster_1180,#N/A
HILIC-pos_Cluster_1181,Acyl carnitines
HILIC-pos_Cluster_1182,#N/A
HILIC-pos_Cluster_1183,#N/A
HILIC-pos_Cluster_1184,Biphenols
HILIC-pos_Cluster_1185,#N/A
HILIC-pos_Cluster_1187,Secondary alcohols
HILIC-pos_Cluster_1188,#N/A
HILIC-pos_Cluster_1190,#N/A
HILIC-pos_Cluster_1192,Benzamides
HILIC-pos_Cluster_1193,Benzamides
HILIC-pos_Cluster_1194,#N/A
HILIC-pos_Cluster_1195,#N/A
HILIC-pos_Cluster_1197,#N/A
HILIC-pos_Cluster_1199,N-acyl amines
HILIC-pos_Cluster_1200,N-acyl amines
HILIC-pos_Cluster_1201,#N/A
HILIC-pos_Cluster_1202,#N/A
HILIC-pos_Cluster_1203,Benzopyrans
HILIC-pos_Cluster_1204,Benzopyrans
HILIC-pos_Cluster_1207,Phenols
HILIC-pos_Cluster_1208,#N/A
HILIC-pos_Cluster_1209,N-acyl amines
HILIC-pos_Cluster_1210,N-acyl amines
HILIC-pos_Cluster_1211,#N/A
HILIC-pos_Cluster_1212,#N/A
HILIC-pos_Cluster_1213,#N/A
HILIC-pos_Cluster_1214,#N/A
HILIC-pos_Cluster_1219,#N/A
HILIC-pos_Cluster_1220,Tetrahydrofurans
HILIC-pos_Cluster_1221,"Gluco/mineralocorticoids, progestogins and derivatives"
HILIC-pos_Cluster_1222,Tetrahydrofurans
HILIC-pos_Cluster_1223,#N/A
HILIC-pos_Cluster_1224,#N/A
HILIC-pos_Cluster_1227,#N/A
HILIC-pos_Cluster_1228,#N/A
HILIC-pos_Cluster_1229,#N/A
HILIC-pos_Cluster_1230,#N/A
HILIC-pos_Cluster_1231,#N/A
HILIC-pos_Cluster_1232,N-acyl-alpha amino acids
HILIC-pos_Cluster_1235,#N/A
HILIC-pos_Cluster_1236,Fatty alcohols
HILIC-pos_Cluster_1237,Fatty alcohols
HILIC-pos_Cluster_1238,Fatty alcohols
HILIC-pos_Cluster_1239,#N/A
HILIC-pos_Cluster_1241,Fatty acyl glycosides of mono- and disaccharides
HILIC-pos_Cluster_1242,Aminocyclitol glycosides
HILIC-pos_Cluster_1244,#N/A
HILIC-pos_Cluster_1245,N-acyl-alpha amino acids
HILIC-pos_Cluster_1247,#N/A
HILIC-pos_Cluster_1248,#N/A
HILIC-pos_Cluster_1249,#N/A
HILIC-pos_Cluster_1250,#N/A
HILIC-pos_Cluster_1251,#N/A
HILIC-pos_Cluster_1252,#N/A
HILIC-pos_Cluster_1254,Acyl carnitines
HILIC-pos_Cluster_1255,#N/A
HILIC-pos_Cluster_1257,Long-chain fatty acids
HILIC-pos_Cluster_1259,Flavonoids
HILIC-pos_Cluster_1261,Dipeptides
HILIC-pos_Cluster_1262,Dipeptides
HILIC-pos_Cluster_1263,#N/A
HILIC-pos_Cluster_1264,#N/A
HILIC-pos_Cluster_1268,Phenylmethylamines
HILIC-pos_Cluster_1269,#N/A
HILIC-pos_Cluster_1270,Benzodiazepines
HILIC-pos_Cluster_1271,#N/A
HILIC-pos_Cluster_1272,Galloyl esters
HILIC-pos_Cluster_1273,Benzamides
HILIC-pos_Cluster_1274,#N/A
HILIC-pos_Cluster_1276,#N/A
HILIC-pos_Cluster_1277,#N/A
HILIC-pos_Cluster_1278,#N/A
HILIC-pos_Cluster_1279,#N/A
HILIC-pos_Cluster_1280,Kaurane diterpenoids
HILIC-pos_Cluster_1281,#N/A
HILIC-pos_Cluster_1282,Piperidines
HILIC-pos_Cluster_1283,#N/A
HILIC-pos_Cluster_1284,#N/A
HILIC-pos_Cluster_1285,Tryptamines and derivatives
HILIC-pos_Cluster_1286,#N/A
HILIC-pos_Cluster_1287,#N/A
HILIC-pos_Cluster_1288,Lineolic acids and derivatives
HILIC-pos_Cluster_1289,Lineolic acids and derivatives
HILIC-pos_Cluster_1290,#N/A
HILIC-pos_Cluster_1291,#N/A
HILIC-pos_Cluster_1292,#N/A
HILIC-pos_Cluster_1293,#N/A
HILIC-pos_Cluster_1294,Phenol ethers
HILIC-pos_Cluster_1295,Phenol ethers
HILIC-pos_Cluster_1296,Lineolic acids and derivatives
HILIC-pos_Cluster_1297,Lineolic acids and derivatives
HILIC-pos_Cluster_1298,#N/A
HILIC-pos_Cluster_1300,Benzodioxoles
HILIC-pos_Cluster_1301,#N/A
HILIC-pos_Cluster_1302,#N/A
HILIC-pos_Cluster_1303,#N/A
HILIC-pos_Cluster_1305,Very long-chain fatty acids
HILIC-pos_Cluster_1306,Very long-chain fatty acids
HILIC-pos_Cluster_1307,Very long-chain fatty acids
HILIC-pos_Cluster_1308,"1-alkyl,3-acylglycerols"
HILIC-pos_Cluster_1309,#N/A
HILIC-pos_Cluster_1310,#N/A
HILIC-pos_Cluster_1312,#N/A
HILIC-pos_Cluster_1313,#N/A
HILIC-pos_Cluster_1314,Oligopeptides
HILIC-pos_Cluster_1315,Oligopeptides
HILIC-pos_Cluster_1316,#N/A
HILIC-pos_Cluster_1319,Alkyl-phenylketones
HILIC-pos_Cluster_1320,#N/A
HILIC-pos_Cluster_1321,#N/A
HILIC-pos_Cluster_1322,Stilbenes
HILIC-pos_Cluster_1323,#N/A
HILIC-pos_Cluster_1324,#N/A
HILIC-pos_Cluster_1325,#N/A
HILIC-pos_Cluster_1326,"Gluco/mineralocorticoids, progestogins and derivatives"
HILIC-pos_Cluster_1327,#N/A
HILIC-pos_Cluster_1328,#N/A
HILIC-pos_Cluster_1329,#N/A
HILIC-pos_Cluster_1330,#N/A
HILIC-pos_Cluster_1332,#N/A
HILIC-pos_Cluster_1333,N-acyl amines
HILIC-pos_Cluster_1337,#N/A
HILIC-pos_Cluster_1338,Coumarins and derivatives
HILIC-pos_Cluster_1339,Coumarins and derivatives
HILIC-pos_Cluster_1340,Coumarins and derivatives
HILIC-pos_Cluster_1341,Coumarins and derivatives
HILIC-pos_Cluster_1342,Diterpenoids
HILIC-pos_Cluster_1343,#N/A
HILIC-pos_Cluster_1344,Pyrans
HILIC-pos_Cluster_1347,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1348,Sulfated steroids
HILIC-pos_Cluster_1349,#N/A
HILIC-pos_Cluster_1350,#N/A
HILIC-pos_Cluster_1351,#N/A
HILIC-pos_Cluster_1353,#N/A
HILIC-pos_Cluster_1354,#N/A
HILIC-pos_Cluster_1355,#N/A
HILIC-pos_Cluster_1356,Isoflavonoids
HILIC-pos_Cluster_1357,#N/A
HILIC-pos_Cluster_1358,#N/A
HILIC-pos_Cluster_1360,#N/A
HILIC-pos_Cluster_1363,Steroid esters
HILIC-pos_Cluster_1364,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1365,#N/A
HILIC-pos_Cluster_1366,#N/A
HILIC-pos_Cluster_1367,Benzoic acids and derivatives
HILIC-pos_Cluster_1368,Benzoic acids and derivatives
HILIC-pos_Cluster_1369,Cholestane steroids
HILIC-pos_Cluster_1371,#N/A
HILIC-pos_Cluster_1372,#N/A
HILIC-pos_Cluster_1373,Carbohydrates and carbohydrate conjugates
HILIC-pos_Cluster_1377,Benzopyrans
HILIC-pos_Cluster_1378,Benzopyrans
HILIC-pos_Cluster_1379,#N/A
HILIC-pos_Cluster_1380,#N/A
HILIC-pos_Cluster_1382,#N/A
HILIC-pos_Cluster_1383,Cinnamic acids and derivatives
HILIC-pos_Cluster_1384,#N/A
HILIC-pos_Cluster_1385,Salicylic acids
HILIC-pos_Cluster_1387,Salicylic acids
HILIC-pos_Cluster_1388,#N/A
HILIC-pos_Cluster_1390,Benzopyrans
HILIC-pos_Cluster_1391,#N/A
HILIC-pos_Cluster_1392,#N/A
HILIC-pos_Cluster_1393,#N/A
HILIC-pos_Cluster_1397,#N/A
HILIC-pos_Cluster_1398,Long-chain fatty alcohols
HILIC-pos_Cluster_1399,#N/A
HILIC-pos_Cluster_1401,#N/A
HILIC-pos_Cluster_1402,#N/A
HILIC-pos_Cluster_1403,Long-chain fatty alcohols
HILIC-pos_Cluster_1404,#N/A
HILIC-pos_Cluster_1405,#N/A
HILIC-pos_Cluster_1406,#N/A
HILIC-pos_Cluster_1408,#N/A
HILIC-pos_Cluster_1410,#N/A
HILIC-pos_Cluster_1411,#N/A
HILIC-pos_Cluster_1412,Sesquiterpenoids
HILIC-pos_Cluster_1413,Sesquiterpenoids
HILIC-pos_Cluster_1414,#N/A
HILIC-pos_Cluster_1415,#N/A
HILIC-pos_Cluster_1418,#N/A
HILIC-pos_Cluster_1419,#N/A
HILIC-pos_Cluster_1421,Benzodioxoles
HILIC-pos_Cluster_1422,#N/A
HILIC-pos_Cluster_1423,#N/A
HILIC-pos_Cluster_1424,#N/A
HILIC-pos_Cluster_1426,#N/A
HILIC-pos_Cluster_1430,#N/A
HILIC-pos_Cluster_1433,Coumarins and derivatives
HILIC-pos_Cluster_1436,Acyclic diterpenoids
HILIC-pos_Cluster_1438,Indoles and derivatives
HILIC-pos_Cluster_1439,#N/A
HILIC-pos_Cluster_1440,#N/A
HILIC-pos_Cluster_1441,#N/A
HILIC-pos_Cluster_1442,#N/A
HILIC-pos_Cluster_1443,Hydroxybenzoic acid derivatives
HILIC-pos_Cluster_1444,#N/A
HILIC-pos_Cluster_1445,#N/A
HILIC-pos_Cluster_1446,#N/A
HILIC-pos_Cluster_1447,#N/A
HILIC-pos_Cluster_1449,Indoles and derivatives
HILIC-pos_Cluster_1450,#N/A
HILIC-pos_Cluster_1451,#N/A
HILIC-pos_Cluster_1452,Ergosterols and derivatives
HILIC-pos_Cluster_1453,#N/A
HILIC-pos_Cluster_1454,#N/A
HILIC-pos_Cluster_1455,#N/A
HILIC-pos_Cluster_1457,#N/A
HILIC-pos_Cluster_1458,#N/A
HILIC-pos_Cluster_1460,#N/A
HILIC-pos_Cluster_1461,#N/A
HILIC-pos_Cluster_1462,#N/A
HILIC-pos_Cluster_1463,#N/A
HILIC-pos_Cluster_1464,Benzopyrans
HILIC-pos_Cluster_1465,Benzopyrans
HILIC-pos_Cluster_1466,Flavonoids
HILIC-pos_Cluster_1468,#N/A
HILIC-pos_Cluster_1470,Sesterterpenoids
HILIC-pos_Cluster_1471,#N/A
HILIC-pos_Cluster_1472,#N/A
HILIC-pos_Cluster_1473,#N/A
HILIC-pos_Cluster_1474,#N/A
HILIC-pos_Cluster_1475,Prostaglandins and related compounds
HILIC-pos_Cluster_1476,Fatty acid esters
HILIC-pos_Cluster_1478,#N/A
HILIC-pos_Cluster_1480,#N/A
HILIC-pos_Cluster_1481,#N/A
HILIC-pos_Cluster_1482,#N/A
HILIC-pos_Cluster_1483,#N/A
HILIC-pos_Cluster_1484,#N/A
HILIC-pos_Cluster_1485,Ergostane steroids
HILIC-pos_Cluster_1488,#N/A
HILIC-pos_Cluster_1489,#N/A
HILIC-pos_Cluster_1491,"Dihydroxy bile acids, alcohols and derivatives"
HILIC-pos_Cluster_1492,"Dihydroxy bile acids, alcohols and derivatives"
HILIC-pos_Cluster_1494,#N/A
HILIC-pos_Cluster_1495,Phenol esters
HILIC-pos_Cluster_1497,#N/A
HILIC-pos_Cluster_1501,#N/A
HILIC-pos_Cluster_1502,#N/A
HILIC-pos_Cluster_1503,#N/A
HILIC-pos_Cluster_1504,#N/A
HILIC-pos_Cluster_1505,Diterpenoids
HILIC-pos_Cluster_1506,Diterpenoids
HILIC-pos_Cluster_1508,#N/A
HILIC-pos_Cluster_1509,#N/A
HILIC-pos_Cluster_1510,#N/A
HILIC-pos_Cluster_1511,#N/A
HILIC-pos_Cluster_1512,#N/A
HILIC-pos_Cluster_1514,#N/A
HILIC-pos_Cluster_1515,#N/A
HILIC-pos_Cluster_1517,#N/A
HILIC-pos_Cluster_1518,#N/A
HILIC-pos_Cluster_1520,Diphenylmethanes
HILIC-pos_Cluster_1523,Ergosterols and derivatives
HILIC-pos_Cluster_1525,#N/A
HILIC-pos_Cluster_1526,#N/A
HILIC-pos_Cluster_1527,#N/A
HILIC-pos_Cluster_1528,#N/A
HILIC-pos_Cluster_1529,#N/A
HILIC-pos_Cluster_1530,Spirosolanes and derivatives
HILIC-pos_Cluster_1533,#N/A
HILIC-pos_Cluster_1534,Coumarins and derivatives
HILIC-pos_Cluster_1535,#N/A
HILIC-pos_Cluster_1536,Hydroxysteroids
HILIC-pos_Cluster_1537,#N/A
HILIC-pos_Cluster_1538,#N/A
HILIC-pos_Cluster_1539,#N/A
HILIC-pos_Cluster_1540,Benzyl alcohols
HILIC-pos_Cluster_1541,#N/A
HILIC-pos_Cluster_1544,#N/A
HILIC-pos_Cluster_1545,#N/A
HILIC-pos_Cluster_1546,#N/A
HILIC-pos_Cluster_1547,#N/A
HILIC-pos_Cluster_1548,Vitamin D and derivatives
HILIC-pos_Cluster_1549,Vitamin D and derivatives
HILIC-pos_Cluster_1551,#N/A
HILIC-pos_Cluster_1552,#N/A
HILIC-pos_Cluster_1553,#N/A
HILIC-pos_Cluster_1554,#N/A
HILIC-pos_Cluster_1555,#N/A
HILIC-pos_Cluster_1556,#N/A
HILIC-pos_Cluster_1557,#N/A
HILIC-pos_Cluster_1558,Cinnamic acids and derivatives
HILIC-pos_Cluster_1559,#N/A
HILIC-pos_Cluster_1560,#N/A
HILIC-pos_Cluster_1562,#N/A
HILIC-pos_Cluster_1563,Keto acids and derivatives
HILIC-pos_Cluster_1564,#N/A
HILIC-pos_Cluster_1568,#N/A
HILIC-pos_Cluster_1569,#N/A
HILIC-pos_Cluster_1570,#N/A
HILIC-pos_Cluster_1571,O-alkylglycerone phosphates
HILIC-pos_Cluster_1572,#N/A
HILIC-pos_Cluster_1573,#N/A
HILIC-pos_Cluster_1574,#N/A
HILIC-pos_Cluster_1575,#N/A
HILIC-pos_Cluster_1576,#N/A
HILIC-pos_Cluster_1577,#N/A
HILIC-pos_Cluster_1578,#N/A
HILIC-pos_Cluster_1581,Acyl carnitines
HILIC-pos_Cluster_1582,#N/A
HILIC-pos_Cluster_1584,#N/A
HILIC-pos_Cluster_1588,#N/A
HILIC-pos_Cluster_1591,#N/A
HILIC-pos_Cluster_1592,#N/A
HILIC-pos_Cluster_1594,#N/A
HILIC-pos_Cluster_1595,Cholesterols and derivatives
HILIC-pos_Cluster_1596,#N/A
HILIC-pos_Cluster_1597,#N/A
HILIC-pos_Cluster_1599,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1600,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1607,#N/A
HILIC-pos_Cluster_1608,#N/A
HILIC-pos_Cluster_1609,#N/A
HILIC-pos_Cluster_1610,#N/A
HILIC-pos_Cluster_1611,#N/A
HILIC-pos_Cluster_1617,#N/A
HILIC-pos_Cluster_1618,#N/A
HILIC-pos_Cluster_1620,#N/A
HILIC-pos_Cluster_1621,#N/A
HILIC-pos_Cluster_1622,#N/A
HILIC-pos_Cluster_1624,Flavonoids
HILIC-pos_Cluster_1625,Flavonoids
HILIC-pos_Cluster_1626,#N/A
HILIC-pos_Cluster_1627,Isoflavonoids
HILIC-pos_Cluster_1629,#N/A
HILIC-pos_Cluster_1630,#N/A
HILIC-pos_Cluster_1631,#N/A
HILIC-pos_Cluster_1632,#N/A
HILIC-pos_Cluster_1634,1-(1Z-alkenyl)-glycero-3-phosphoethanolamines
HILIC-pos_Cluster_1635,#N/A
HILIC-pos_Cluster_1636,#N/A
HILIC-pos_Cluster_1637,Sesquiterpenoids
HILIC-pos_Cluster_1639,#N/A
HILIC-pos_Cluster_1640,Kaurane diterpenoids
HILIC-pos_Cluster_1641,#N/A
HILIC-pos_Cluster_1642,#N/A
HILIC-pos_Cluster_1644,Trichothecenes
HILIC-pos_Cluster_1646,Hydroxycinnamic acids and derivatives
HILIC-pos_Cluster_1649,Triterpenoids
HILIC-pos_Cluster_1650,Triterpenoids
HILIC-pos_Cluster_1651,#N/A
HILIC-pos_Cluster_1652,Triterpenoids
HILIC-pos_Cluster_1653,#N/A
HILIC-pos_Cluster_1655,#N/A
HILIC-pos_Cluster_1656,Fatty acid esters
HILIC-pos_Cluster_1660,Triterpenoids
HILIC-pos_Cluster_1661,Triterpenoids
HILIC-pos_Cluster_1662,#N/A
HILIC-pos_Cluster_1663,#N/A
HILIC-pos_Cluster_1666,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1669,"Dihydroxy bile acids, alcohols and derivatives"
HILIC-pos_Cluster_1670,#N/A
HILIC-pos_Cluster_1675,#N/A
HILIC-pos_Cluster_1676,#N/A
HILIC-pos_Cluster_1678,#N/A
HILIC-pos_Cluster_1680,#N/A
HILIC-pos_Cluster_1681,Melleolides and analogues
HILIC-pos_Cluster_1682,#N/A
HILIC-pos_Cluster_1683,#N/A
HILIC-pos_Cluster_1686,#N/A
HILIC-pos_Cluster_1689,#N/A
HILIC-pos_Cluster_1690,#N/A
HILIC-pos_Cluster_1692,#N/A
HILIC-pos_Cluster_1693,Triterpenoids
HILIC-pos_Cluster_1694,Triterpenoids
HILIC-pos_Cluster_1695,Tetracyclines
HILIC-pos_Cluster_1696,#N/A
HILIC-pos_Cluster_1697,#N/A
HILIC-pos_Cluster_1698,Withanolides and derivatives
HILIC-pos_Cluster_1699,#N/A
HILIC-pos_Cluster_1700,#N/A
HILIC-pos_Cluster_1701,#N/A
HILIC-pos_Cluster_1702,#N/A
HILIC-pos_Cluster_1703,#N/A
HILIC-pos_Cluster_1707,Ergosterols and derivatives
HILIC-pos_Cluster_1709,Sphingolipids
HILIC-pos_Cluster_1710,Diterpene glycosides
HILIC-pos_Cluster_1713,Stigmastanes and derivatives
HILIC-pos_Cluster_1714,#N/A
HILIC-pos_Cluster_1717,#N/A
HILIC-pos_Cluster_1718,#N/A
HILIC-pos_Cluster_1719,#N/A
HILIC-pos_Cluster_1720,#N/A
HILIC-pos_Cluster_1721,#N/A
HILIC-pos_Cluster_1722,Brassinolides and derivatives
HILIC-pos_Cluster_1725,"Bile acids, alcohols and derivatives"
HILIC-pos_Cluster_1727,#N/A
HILIC-pos_Cluster_1728,Sphingolipids
HILIC-pos_Cluster_1729,Sphingolipids
HILIC-pos_Cluster_1730,Sphingolipids
HILIC-pos_Cluster_1731,#N/A
HILIC-pos_Cluster_1732,#N/A
HILIC-pos_Cluster_1734,#N/A
HILIC-pos_Cluster_1735,#N/A
HILIC-pos_Cluster_1736,#N/A
HILIC-pos_Cluster_1737,#N/A
HILIC-pos_Cluster_1738,#N/A
HILIC-pos_Cluster_1741,#N/A
HILIC-pos_Cluster_1742,#N/A
HILIC-pos_Cluster_1743,#N/A
HILIC-pos_Cluster_1744,#N/A
HILIC-pos_Cluster_1746,#N/A
HILIC-pos_Cluster_1748,#N/A
HILIC-pos_Cluster_1750,#N/A
HILIC-pos_Cluster_1752,Triterpenoids
HILIC-pos_Cluster_1753,#N/A
HILIC-pos_Cluster_1754,#N/A
HILIC-pos_Cluster_1755,#N/A
HILIC-pos_Cluster_1758,Triterpenoids
HILIC-pos_Cluster_1759,Triterpene saponins
HILIC-pos_Cluster_1761,#N/A
HILIC-pos_Cluster_1762,#N/A
HILIC-pos_Cluster_1763,#N/A
HILIC-pos_Cluster_1764,Cholesterols and derivatives
HILIC-pos_Cluster_1765,#N/A
HILIC-pos_Cluster_1766,#N/A
HILIC-pos_Cluster_1767,1-acyl-sn-glycero-3-phosphoethanolamines
HILIC-pos_Cluster_1768,#N/A
HILIC-pos_Cluster_1769,Brassinolides and derivatives
HILIC-pos_Cluster_1770,#N/A
HILIC-pos_Cluster_1771,2-acyl-sn-glycero-3-phosphoethanolamines
